title,artist,genre,mood,language
Song 928,Abhijeet,Sufi,Spiritual,Hindi
Song 929,Lata Mangeshkar,Ghazal,Peaceful,Hindi
Song 930,Mukesh,Ghazal,Melancholic,Hindi
Song 931,Madhubala,Patriotic,Sad,Hindi
Song 932,Arijit Singh,Folk,Emotional,Hindi
Song 933,Ranbir Kapoor,Inspirational,Energetic,Hindi
Song 934,Rahat Fateh Ali Khan,Patriotic,Romantic,Hindi
Song 935,Mukesh,Patriotic,Happy,Hindi
Song 936,Sanjay Leela Bhansali,Ghazal,Romantic,Hindi
Song 937,Jagjit Singh,Patriotic,Emotional,Hindi
Song 938,Lata Mangeshkar,Inspirational,Philosophical,Hindi
Song 939,Kumar Sanu,Folk,Spiritual,Hindi
Song 940,Asha Parekh,Patriotic,Emotional,Hindi
Song 941,Ash King,Punjabi,Melancholic,Hindi
Song 942,Pritam,Punjabi,Romantic,Hindi
Song 943,Sanjay Leela Bhansali,Inspirational,Romantic,Hindi
Song 944,Guri,Folk,Spiritual,Hindi
Song 945,Panjabi MC,Romantic,Energetic,Hindi
Song 946,Rahat Fateh Ali Khan,Devotional,Emotional,Hindi
Song 947,Malhar,Folk,Sad,Hindi
Song 948,Guri,Pop,Philosophical,Hindi
Song 949,Hrithik Roshan,Ghazal,Sad,Hindi
Song 950,Arijit Singh,Bollywood,Melancholic,Hindi
